Score;Max Tile;Avg Move Time;Run Time
132980;8192;0;99,8185664
131500;8192;0;95,857542
69476;4096;0;22,5457544
67592;4096;0;18,879621
39160;2048;0;8,8867514
79584;4096;0;26,9877615
79244;4096;0;29,8266841
81268;4096;0;29,8634618
173568;8192;0;213,8564338
132752;8192;0;101,5833909
27068;2048;0;6,0645084
132248;8192;0;95,6071353
80116;4096;0;25,6979247
104220;8192;0;33,0827502
26140;2048;0;5,3086243
120216;8192;0;67,4346532
72084;4096;0;26,7081101
33968;2048;0;8,0177061
30524;2048;0;6,9232216
168396;8192;0;155,7456456
79992;4096;0;30,9789261
35824;2048;0;10,0241605
173060;8192;0;166,4050407
74812;4096;0;27,7097535
44708;2048;0;9,4479456
31168;2048;0;6,8378204
32300;2048;0;7,9232893
89384;4096;0;34,6185042
127908;8192;0;86,6535565
21268;1024;0;4,9303325
32192;2048;0;7,5158309
81008;4096;0;32,9440825
116988;8192;0;55,22763
36124;2048;0;9,6313668
169712;8192;0;178,1567595
34088;2048;0;8,0126955
80564;4096;0;26,9538586
130696;8192;0;92,8789184
113604;8192;0;51,0953053
72288;4096;0;26,2045208
56568;4096;0;12,8843161
157212;8192;0;174,7760334
84724;4096;0;34,9426777
168092;8192;0;169,025135
11164;512;0;2,6959377
34572;2048;0;7,1822645
88208;4096;0;35,1118712
120072;8192;0;50,8521092
60792;4096;0;20,4575451
49232;4096;0;10,783206
51272;4096;0;10,8366623
45452;2048;0;10,4659905
71560;4096;0;26,5367231
75188;4096;0;28,7441871
74860;4096;0;23,6474832
27620;2048;0;6,482064
58024;4096;0;13,0171439
132676;8192;0;89,1664964
76332;4096;0;27,055229
168908;8192;0;160,2130293
129200;8192;0;86,5549021
141124;8192;0;115,6456404
36924;2048;0;8,3958007
154864;8192;0;146,0816423
133072;8192;0;112,3378235
80500;4096;0;26,6051365
8888;512;0;2,0668466
141888;8192;0;111,8044413
87544;4096;0;32,7883348
66676;4096;0;20,5011112
23136;2048;0;5,2887323
76748;4096;0;28,5793778
134956;8192;0;90,446742
87552;4096;0;30,2367644
38184;2048;0;9,2217712
123788;8192;0;86,825907
112960;8192;0;46,6023814
35584;2048;0;8,0500703
88508;4096;0;32,9850882
145140;8192;0;138,5889999
16032;1024;0;3,8393582
27388;2048;0;6,281853
88396;4096;0;30,9694834
80752;4096;0;28,8306242
80348;4096;0;30,3086812
35448;2048;0;8,1854738
177260;8192;0;191,3712911
63000;4096;0;21,930484
34536;2048;0;7,9058617
79816;4096;0;27,5178389
45064;2048;0;10,2367003
56288;4096;0;15,7446909
37168;2048;0;8,4356537
67540;4096;0;20,0683159
60504;4096;0;20,9019196
53144;4096;0;14,103411
78320;4096;0;31,5475207
176332;8192;0;193,709187
40188;2048;0;9,5769298
173364;8192;0;182,2457666

Average Score: 82904,44
Max Score: 177260
Min Score: 8888
Average Time: 48,71041208
Max Time: 213,8564338
Min Time: 2,0668466
Total Time: 4871,041208
Average Move Time: 0
Max Tile: 8192
Runs: 100
Percentage of 2048 Tile: 96%
Percentage of 4096 Tile: 71%
Percentage of 8192 Tile: 31%

Depth = 0-5, 10k-6, 50k-8, 100k-9, 120k-10, 150k-11 + pruning 0.005.
